"first_name","year","proportion"
"Margaret",1941,"0.64627158428475679900"
"Mary",1941,"2.39542413778808973900"
"Robert",1942,"2.63748773738231547500"
"Mary",1942,"2.32565119990629163800"
"Margaret",1942,"0.60811602266571006000"
"William",1942,"2.01546187973117413600"
"James",1942,"2.83548325695125701000"
"George",1942,"0.78425845937596087700"
"Helen",1942,"0.36798834502247536500"
"Charles",1942,"1.31839612281652195600"
"John",1942,"2.42631447940612325600"
"Anna",1942,"0.16516098803754191300"
"Anna",1943,"0.15039378726630506000"
"Helen",1943,"0.34854513053613879500"
"James",1943,"2.85376197038889814000"
"George",1943,"0.77386372090881070200"
"Charles",1943,"1.30405053514679779900"
"John",1943,"2.45016102232346887100"
"Robert",1943,"2.66216489111064660500"
"Mary",1943,"2.35344134288012074000"
"Margaret",1943,"0.60986540730322150900"
"William",1943,"1.98654427316755178800"
"William",1944,"1.95201067024324020900"
"George",1944,"0.76380117006889711800"
"Anna",1944,"0.13568278925154399600"
"Helen",1944,"0.32459783992999511500"
"James",1944,"2.86933784568443231400"
"John",1944,"2.48303221667017335400"
"Charles",1944,"1.29378186222211978900"
"Robert",1944,"2.64113054617341078300"
"Margaret",1944,"0.60815628278226295100"
"Mary",1944,"2.33184813341372693500"
"Robert",1945,"2.64404275248827246700"
"Margaret",1945,"0.59262442304684039800"
"Mary",1945,"2.24188590415557050700"
"William",1945,"1.89826777411518143000"
"George",1945,"0.73333597191046177000"
"Anna",1945,"0.13641443754016762500"
"Helen",1945,"0.31402837224292248800"
"Charles",1945,"1.22859689891799490800"
"James",1945,"2.81615336918028832100"
"John",1945,"2.49963719564483998000"
"Anna",1946,"0.12558961083181444900"
"George",1946,"0.67892873595449356100"
"Charles",1946,"1.20015848138281891600"
"Helen",1946,"0.27806222084242994800"
"James",1946,"2.74425661465739980400"
"John",1946,"2.48722509864402027000"
"Robert",1946,"2.63979159572976545800"
"Margaret",1946,"0.56889308390249764700"
"Mary",1946,"2.11737261401646403700"
"William",1946,"1.88371897971037715100"
"William",1947,"1.86421975563275792400"
"John",1947,"2.45746891278368516200"
"Anna",1947,"0.11806132915459704900"
"James",1947,"2.63782265261848813200"
"Charles",1947,"1.13589267050951250100"
"George",1947,"0.66722833471899710300"
"Helen",1947,"0.24991915033595984900"
"Margaret",1947,"0.55932699768069032400"
"Mary",1947,"1.99518927149247785800"
"Robert",1947,"2.55087976926269270300"
"Mary",1948,"1.99161425576519916100"
"Margaret",1948,"0.54780181235420095300"
"Robert",1948,"2.48186400334132168700"
"William",1948,"1.79952301590198017300"
"John",1948,"2.40479000013323578200"
"Anna",1948,"0.11736334498277493100"
"Helen",1948,"0.24106987174028522900"
"Charles",1948,"1.12456792504965929300"
"James",1948,"2.57365187112276634600"
"George",1948,"0.63880764402643166200"
"John",1949,"2.33518785496852631500"
"George",1949,"0.61458051156789913700"
"Charles",1949,"1.15343249112722163800"
"Anna",1949,"0.11225843774821970500"
"Helen",1949,"0.22193424272615828200"
"James",1949,"2.49984504203378313200"
"Robert",1949,"2.41260944623762058000"
"Margaret",1949,"0.55939825804289236500"
"Mary",1949,"1.92386054242175196600"
"William",1949,"1.76873040068686553300"
"William",1950,"1.73564131811118380400"
"James",1950,"2.46851839799778267200"
"John",1950,"2.27190467545605363600"
"Charles",1950,"1.12033855923930356300"
"George",1950,"0.57925120086226877600"
"Anna",1950,"0.10915372749703423800"
"Helen",1950,"0.20209424442442531600"
"Mary",1950,"1.87251164325456224900"
"Margaret",1950,"0.51785222914518701700"
"Robert",1950,"2.39076349378702920300"
"Mary",1951,"1.78847548766239125100"
"Margaret",1951,"0.48125578223610200200"
"Robert",1951,"2.34989532252389990900"
"William",1951,"1.70722556910233634900"
"Helen",1951,"0.18902211257389317700"
"James",1951,"2.37565749182342951200"
